"filename", "language", "C++", "Markdown", "Python", "comment", "blank", "total"
"d:\000 Noip\000 Code\Comp\23-08-15 ZR 收官之战\B.cpp", "C++", -65, 0, 0, 0, -18, -83
"d:\000 Noip\000 Code\Comp\23-08-15 ZR 收官之战\C.cpp", "C++", -20, 0, 0, 0, -7, -27
"d:\000 Noip\000 Code\Comp\23-08-15 ZR 收官之战\D.cpp", "C++", -77, 0, 0, 0, -22, -99
"d:\000 Noip\000 Code\Comp\23-08-18 SDCPC\A.cpp", "C++", -35, 0, 0, 0, -13, -48
"d:\000 Noip\000 Code\Comp\23-08-18 SDCPC\F.cpp", "C++", -43, 0, 0, 0, -18, -61
"d:\000 Noip\000 Code\Comp\23-08-18 SDCPC\G.cpp", "C++", -40, 0, 0, 0, -16, -56
"d:\000 Noip\000 Code\Comp\23-08-18 SDCPC\G1.cpp", "C++", -47, 0, 0, 0, -19, -66
"d:\000 Noip\000 Code\Comp\23-08-18 SDCPC\G_pai.cpp", "C++", -6, 0, 0, 0, -4, -10
"d:\000 Noip\000 Code\Comp\23-08-18 SDCPC\H.cpp", "C++", -16, 0, 0, 0, -8, -24
"d:\000 Noip\000 Code\Comp\23-08-18 SDCPC\I.cpp", "C++", -22, 0, 0, 0, -12, -34
"d:\000 Noip\000 Code\Comp\23-08-24 CF\A.cpp", "C++", -30, 0, 0, 0, -9, -39
"d:\000 Noip\000 Code\Comp\23-08-24 CF\B.cpp", "C++", -25, 0, 0, 0, -11, -36
"d:\000 Noip\000 Code\Comp\23-08-24 CF\C.cpp", "C++", -29, 0, 0, 0, -12, -41
"d:\000 Noip\000 Code\Comp\23-08-24 CF\E.cpp", "C++", -9, 0, 0, 0, -4, -13
"d:\000 Noip\000 Code\Comp\23-08-26 ABC317\A.cpp", "C++", -15, 0, 0, 0, -8, -23
"d:\000 Noip\000 Code\Comp\23-08-26 ABC317\B.cpp", "C++", -18, 0, 0, 0, -9, -27
"d:\000 Noip\000 Code\Comp\23-08-26 ABC317\C.cpp", "C++", -44, 0, 0, 0, -12, -56
"d:\000 Noip\000 Code\Comp\23-08-26 ABC317\C1.cpp", "C++", -40, 0, 0, 0, -13, -53
"d:\000 Noip\000 Code\Comp\23-08-26 ABC317\D.cpp", "C++", -33, 0, 0, 0, -14, -47
"d:\000 Noip\000 Code\Comp\23-08-27 ZR-NOIP-1\A.cpp", "C++", -29, 0, 0, 0, -11, -40
"d:\000 Noip\000 Code\Comp\23-08-27 ZR-NOIP-1\A1.cpp", "C++", -23, 0, 0, 0, -13, -36
"d:\000 Noip\000 Code\Comp\23-08-27 ZR-NOIP-1\B.cpp", "C++", -62, 0, 0, -1, -19, -82
"d:\000 Noip\000 Code\Comp\23-08-27 ZR-NOIP-1\C.cpp", "C++", -71, 0, 0, 0, -22, -93
"d:\000 Noip\000 Code\Comp\23-08-27 ZR-NOIP-1\D.cpp", "C++", -17, 0, 0, 0, -7, -24
"d:\000 Noip\000 Code\Comp\23-08-27 ZR-NOIP-1\test.cpp", "C++", -7, 0, 0, 0, -3, -10
"d:\000 Noip\000 Code\Comp\23-09-02 ZR-CSP-1\A.cpp", "C++", -62, 0, 0, -5, -20, -87
"d:\000 Noip\000 Code\Comp\23-09-02 ZR-CSP-1\B.cpp", "C++", -52, 0, 0, 0, -18, -70
"d:\000 Noip\000 Code\Comp\23-09-02 ZR-CSP-1\C.cpp", "C++", -34, 0, 0, 0, -12, -46
"d:\000 Noip\000 Code\Comp\23-09-02 ZR-CSP-1\D.cpp", "C++", -31, 0, 0, 0, -14, -45
"d:\000 Noip\000 Code\Comp\23-09-03 ZR-NOIP-2\A.cpp", "C++", -33, 0, 0, -22, -16, -71
"d:\000 Noip\000 Code\Comp\23-09-03 ZR-NOIP-2\B.cpp", "C++", -67, 0, 0, 0, -19, -86
"d:\000 Noip\000 Code\Comp\23-09-03 ZR-NOIP-2\C.cpp", "C++", -41, 0, 0, -7, -14, -62
"d:\000 Noip\000 Code\Comp\23-09-03 ZR-NOIP-2\C_test.cpp", "C++", -23, 0, 0, 0, -6, -29
"d:\000 Noip\000 Code\Comp\23-09-03 ZR-NOIP-2\D.cpp", "C++", -113, 0, 0, 0, -23, -136
"d:\000 Noip\000 Code\Comp\23-09-03 ZR-NOIP-2\D_fhq.cpp", "C++", -64, 0, 0, 0, -13, -77
"d:\000 Noip\000 Code\Comp\23-09-09 ZR-CSP-2\A.cpp", "C++", -26, 0, 0, 0, -12, -38
"d:\000 Noip\000 Code\Comp\23-09-09 ZR-CSP-2\B.cpp", "C++", -35, 0, 0, 0, -19, -54
"d:\000 Noip\000 Code\Comp\23-09-09 ZR-CSP-2\C.cpp", "C++", -40, 0, 0, -1, -22, -63
"d:\000 Noip\000 Code\Comp\23-09-09 ZR-CSP-2\D.cpp", "C++", -98, 0, 0, 0, -35, -133
"d:\000 Noip\000 Code\Comp\23-09-10 ZR-NOIP-3\A.cpp", "C++", -104, 0, 0, 0, -41, -145
"d:\000 Noip\000 Code\Comp\23-09-10 ZR-NOIP-3\C.cpp", "C++", -115, 0, 0, -3, -51, -169
"d:\000 Noip\000 Code\Comp\23-09-23 ZR-CSP-4\A.cpp", "C++", -56, 0, 0, 0, -22, -78
"d:\000 Noip\000 Code\Comp\23-09-23 ZR-CSP-4\B.cpp", "C++", -84, 0, 0, 0, -38, -122
"d:\000 Noip\000 Code\Comp\23-09-23 ZR-CSP-4\C.cpp", "C++", -37, 0, 0, 0, -21, -58
"d:\000 Noip\000 Code\Comp\23-09-23 ZR-CSP-4\D.cpp", "C++", -91, 0, 0, -1, -35, -127
"d:\000 Noip\000 Code\Comp\23-09-23 ZR-CSP-4\Redo\A.cpp", "C++", -35, 0, 0, 0, -17, -52
"d:\000 Noip\000 Code\Comp\23-09-23 ZR-CSP-4\Redo\B.cpp", "C++", -49, 0, 0, 0, -19, -68
"d:\000 Noip\000 Code\Comp\23-09-28 duel\A.cpp", "C++", -44, 0, 0, -7, -17, -68
"d:\000 Noip\000 Code\Comp\23-09-28 duel\B.cpp", "C++", -30, 0, 0, 0, -11, -41
"d:\000 Noip\000 Code\Comp\23-09-29 QBXT-Day1\A.cpp", "C++", -45, 0, 0, 0, -16, -61
"d:\000 Noip\000 Code\Comp\23-09-29 QBXT-Day1\A1.cpp", "C++", -54, 0, 0, 0, -20, -74
"d:\000 Noip\000 Code\Comp\23-09-29 QBXT-Day1\B.cpp", "C++", -50, 0, 0, 0, -21, -71
"d:\000 Noip\000 Code\Comp\23-09-29 QBXT-Day1\B.py", "Python", 0, 0, -4, 0, -2, -6
"d:\000 Noip\000 Code\Comp\23-09-29 QBXT-Day1\C.cpp", "C++", -8, 0, 0, 0, -5, -13
"d:\000 Noip\000 Code\Comp\23-09-29 QBXT-Day1\D.cpp", "C++", -119, 0, 0, -6, -49, -174
"d:\000 Noip\000 Code\Comp\23-09-29 QBXT-Day1\Redo\B.cpp", "C++", -48, 0, 0, -6, -26, -80
"d:\000 Noip\000 Code\Comp\23-09-29 QBXT-Day1\Redo\D.cpp", "C++", -103, 0, 0, -4, -54, -161
"d:\000 Noip\000 Code\Comp\23-09-30 QBXT-Day2\A.cpp", "C++", -78, 0, 0, 0, -33, -111
"d:\000 Noip\000 Code\Comp\23-09-30 QBXT-Day2\B.cpp", "C++", -119, 0, 0, 0, -54, -173
"d:\000 Noip\000 Code\Comp\23-09-30 QBXT-Day2\Redo\A.cpp", "C++", -74, 0, 0, 0, -30, -104
"d:\000 Noip\000 Code\Comp\23-10-01 QBXT-Day3\A.cpp", "C++", -51, 0, 0, 0, -22, -73
"d:\000 Noip\000 Code\Comp\23-10-01 QBXT-Day3\B.cpp", "C++", -57, 0, 0, 0, -24, -81
"d:\000 Noip\000 Code\Comp\23-10-01 QBXT-Day3\C.cpp", "C++", -86, 0, 0, 0, -34, -120
"d:\000 Noip\000 Code\Comp\23-10-01 QBXT-Day3\Redo\B.cpp", "C++", -61, 0, 0, 0, -25, -86
"d:\000 Noip\000 Code\Comp\23-10-02 QBXT-Day4\A.cpp", "C++", -67, 0, 0, 0, -23, -90
"d:\000 Noip\000 Code\Comp\23-10-02 QBXT-Day4\B.cpp", "C++", -50, 0, 0, 0, -14, -64
"d:\000 Noip\000 Code\Comp\23-10-02 QBXT-Day4\B_rand.cpp", "C++", -10, 0, 0, 0, -5, -15
"d:\000 Noip\000 Code\Comp\23-10-02 QBXT-Day4\C.cpp", "C++", -79, 0, 0, 0, -34, -113
"d:\000 Noip\000 Code\Comp\23-10-02 QBXT-Day4\C_table.cpp", "C++", -8, 0, 0, 0, -4, -12
"d:\000 Noip\000 Code\Comp\23-10-02 QBXT-Day4\D.cpp", "C++", -54, 0, 0, 0, -24, -78
"d:\000 Noip\000 Code\Comp\23-10-02 QBXT-Day4\Redo\A.cpp", "C++", -37, 0, 0, -1, -19, -57
"d:\000 Noip\000 Code\Comp\23-10-03 QBXT-Day5\A.cpp", "C++", -90, 0, 0, -1, -33, -124
"d:\000 Noip\000 Code\Comp\23-10-03 QBXT-Day5\B.cpp", "C++", -49, 0, 0, -1, -21, -71
"d:\000 Noip\000 Code\Comp\23-10-03 QBXT-Day5\C.cpp", "C++", -29, 0, 0, 0, -14, -43
"d:\000 Noip\000 Code\Comp\23-10-03 QBXT-Day5\D.cpp", "C++", -66, 0, 0, 0, -25, -91
"d:\000 Noip\000 Code\Comp\23-10-03 QBXT-Day5\Redo\C.cpp", "C++", -50, 0, 0, 0, -22, -72
"d:\000 Noip\000 Code\Comp\23-10-04 QBXT-Day6\A.cpp", "C++", -83, 0, 0, 0, -23, -106
"d:\000 Noip\000 Code\Comp\23-10-04 QBXT-Day6\B.cpp", "C++", -70, 0, 0, 0, -24, -94
"d:\000 Noip\000 Code\Comp\23-10-04 QBXT-Day6\C.cpp", "C++", -100, 0, 0, -2, -32, -134
"d:\000 Noip\000 Code\Comp\23-10-05 QBXT-Day7\A.cpp", "C++", -86, 0, 0, -53, -31, -170
"d:\000 Noip\000 Code\Comp\23-10-05 QBXT-Day7\B.cpp", "C++", -71, 0, 0, -111, -50, -232
"d:\000 Noip\000 Code\Comp\23-10-05 QBXT-Day7\D.cpp", "C++", -32, 0, 0, 0, -17, -49
"d:\000 Noip\000 Code\Comp\23-10-05 QBXT-Day7\D.py", "Python", 0, 0, -10, 0, -4, -14
"d:\000 Noip\000 Code\Comp\23-10-14 ZR-CSP-7\A.cpp", "C++", -17, 0, 0, 0, -8, -25
"d:\000 Noip\000 Code\Comp\23-10-14 ZR-CSP-7\B.cpp", "C++", -43, 0, 0, -5, -20, -68
"d:\000 Noip\000 Code\Comp\23-10-14 ZR-CSP-7\C\C.cpp", "C++", -81, 0, 0, -6, -33, -120
"d:\000 Noip\000 Code\Comp\23-10-14 ZR-CSP-7\C\C2.cpp", "C++", -82, 0, 0, -3, -32, -117
"d:\000 Noip\000 Code\Comp\23-10-14 ZR-CSP-7\C\C_std.cpp", "C++", -47, 0, 0, -500006, -8, -500061
"d:\000 Noip\000 Code\Comp\23-10-14 ZR-CSP-7\C_1.cpp", "C++", -65, 0, 0, 0, -30, -95
"d:\000 Noip\000 Code\Comp\23-10-14 ZR-CSP-7\Redo\B.cpp", "C++", -23, 0, 0, 0, -11, -34
"d:\000 Noip\000 Code\Comp\23-10-20 duel\1.cpp", "C++", -20, 0, 0, 0, -11, -31
"d:\000 Noip\000 Code\Comp\23-10-20 duel\2.cpp", "C++", -18, 0, 0, 0, -11, -29
"d:\000 Noip\000 Code\Comp\23-10-20 duel\3.cpp", "C++", -28, 0, 0, 0, -11, -39
"d:\000 Noip\000 Code\Comp\23-10-20 duel\4.cpp", "C++", -30, 0, 0, 0, -11, -41
"d:\000 Noip\000 Code\Comp\23-10-28 ABC326\A.cpp", "C++", -20, 0, 0, 0, -6, -26
"d:\000 Noip\000 Code\Comp\23-10-28 ABC326\B.cpp", "C++", -16, 0, 0, 0, -8, -24
"d:\000 Noip\000 Code\Comp\23-10-28 ABC326\C.cpp", "C++", -20, 0, 0, 0, -10, -30
"d:\000 Noip\000 Code\Comp\23-10-28 ABC326\D.cpp", "C++", -54, 0, 0, 0, -18, -72
"d:\000 Noip\000 Code\Comp\23-11-08 QCM\A.cpp", "C++", -41, 0, 0, 0, -17, -58
"d:\000 Noip\000 Code\Comp\23-11-08 ZR-NOIP-4\A.cpp", "C++", -42, 0, 0, 0, -16, -58
"d:\000 Noip\000 Code\Comp\23-11-08 ZR-NOIP-4\C.cpp", "C++", -86, 0, 0, -5, -32, -123
"d:\000 Noip\000 Code\Comp\23-11-08 ZR-NOIP-4\D.cpp", "C++", -43, 0, 0, -5, -19, -67
"d:\000 Noip\000 Code\Comp\23-11-08 ZR-NOIP-5\A.cpp", "C++", -57, 0, 0, -6, -23, -86
"d:\000 Noip\000 Code\Comp\23-11-08 ZR-NOIP-5\A_check.cpp", "C++", -13, 0, 0, 0, -7, -20
"d:\000 Noip\000 Code\Comp\23-11-08 ZR-NOIP-5\B.cpp", "C++", -43, 0, 0, 0, -20, -63
"d:\000 Noip\000 Code\Comp\23-11-08 ZR-NOIP-5\D.cpp", "C++", -181, 0, 0, 0, -69, -250
"d:\000 Noip\000 Code\Comp\23-11-09 ZR-CSP-3\A.cpp", "C++", -67, 0, 0, 0, -27, -94
"d:\000 Noip\000 Code\Comp\23-11-09 ZR-CSP-3\D.cpp", "C++", -380, 0, 0, -6, -86, -472
"d:\000 Noip\000 Code\Comp\23-11-09 ZR-CSP-3\chb.md", "Markdown", 0, -4, 0, 0, -2, -6
"d:\000 Noip\000 Code\Comp\23-11-09 ZR-NOIP-6\A.cpp", "C++", -81, 0, 0, -1, -24, -106
"d:\000 Noip\000 Code\Comp\23-11-09 ZR-NOIP-6\B.cpp", "C++", -29, 0, 0, 0, -12, -41
"d:\000 Noip\000 Code\Comp\23-11-09 ZR-NOIP-6\C.cpp", "C++", -128, 0, 0, -5, -46, -179
"d:\000 Noip\000 Code\Comp\23-11-09 ZR-NOIP-6\D.cpp", "C++", -32, 0, 0, 0, -19, -51
"d:\000 Noip\000 Code\Comp\23-11-10 ZR-NOIP-7\A.cpp", "C++", -49, 0, 0, 0, -24, -73
"d:\000 Noip\000 Code\Comp\23-11-10 ZR-NOIP-7\B.cpp", "C++", -43, 0, 0, 0, -17, -60
"d:\000 Noip\000 Code\Comp\23-11-10 ZR-NOIP-7\C.cpp", "C++", -41, 0, 0, 0, -18, -59
"d:\000 Noip\000 Code\Comp\23-11-11 LGR-166\A.cpp", "C++", -10, 0, 0, 0, -6, -16
"d:\000 Noip\000 Code\Comp\23-11-18 NOIP-2023-VP\A.cpp", "C++", -115, 0, 0, -5, -44, -164
"d:\000 Noip\000 Code\Comp\23-11-18 NOIP-2023-VP\A_check.cpp", "C++", -17, 0, 0, 0, -6, -23
"d:\000 Noip\000 Code\Comp\23-11-18 NOIP-2023-VP\A_test.cpp", "C++", -14, 0, 0, 0, -10, -24
"d:\000 Noip\000 Code\Comp\23-11-18 NOIP-2023-VP\B.cpp", "C++", -96, 0, 0, 0, -36, -132
"d:\000 Noip\000 Code\Comp\23-11-18 NOIP-2023-VP\C.cpp", "C++", -36, 0, 0, 0, -15, -51
"d:\000 Noip\000 Code\Comp\23-11-18 NOIP-2023-VP\D.cpp", "C++", -50, 0, 0, 0, -24, -74
"d:\000 Noip\000 Code\Comp\24-02-03 Constructor-Open-Comp-2024\A.cpp", "C++", -12, 0, 0, 0, -7, -19
"d:\000 Noip\000 Code\Comp\24-02-03 Constructor-Open-Comp-2024\B.cpp", "C++", -15, 0, 0, 0, -9, -24
"d:\000 Noip\000 Code\Comp\24-02-03 Constructor-Open-Comp-2024\C.cpp", "C++", -19, 0, 0, 0, -11, -30
"d:\000 Noip\000 Code\Comp\24-02-03 Constructor-Open-Comp-2024\D.cpp", "C++", -18, 0, 0, 0, -10, -28
"d:\000 Noip\000 Code\Comp\24-02-03 Constructor-Open-Comp-2024\E.cpp", "C++", -25, 0, 0, 0, -11, -36
"d:\000 Noip\000 Code\Comp\24-02-03 Constructor-Open-Comp-2024\F.cpp", "C++", -24, 0, 0, 0, -12, -36
"d:\000 Noip\000 Code\Comp\24-02-03 Constructor-Open-Comp-2024\G.cpp", "C++", -23, 0, 0, 0, -12, -35
"d:\000 Noip\000 Code\Comp\24-02-03 Constructor-Open-Comp-2024\H.cpp", "C++", -16, 0, 0, -14, -11, -41
"d:\000 Noip\000 Code\Comp\24-02-06 CF923\A.cpp", "C++", -21, 0, 0, 0, -9, -30
"d:\000 Noip\000 Code\Comp\24-02-06 CF923\B.cpp", "C++", -24, 0, 0, 0, -13, -37
"d:\000 Noip\000 Code\Comp\24-02-06 CF923\C.cpp", "C++", -28, 0, 0, 0, -13, -41
"d:\000 Noip\000 Code\Comp\24-02-06 CF923\D.cpp", "C++", -53, 0, 0, 0, -23, -76
"d:\000 Noip\000 Code\Comp\24-02-10 ABC340\A.cpp", "C++", -11, 0, 0, 0, -5, -16
"d:\000 Noip\000 Code\Comp\24-02-10 ABC340\B.cpp", "C++", -16, 0, 0, 0, -6, -22
"d:\000 Noip\000 Code\Comp\24-02-10 ABC340\C.cpp", "C++", -14, 0, 0, 0, -9, -23
"d:\000 Noip\000 Code\Comp\24-02-10 ABC340\D.cpp", "C++", -56, 0, 0, 0, -21, -77
"d:\000 Noip\000 Code\Comp\24-02-10 ABC340\E.cpp", "C++", -33, 0, 0, -1, -15, -49
"d:\000 Noip\000 Code\Comp\24-02-15 ZOI-Round-1\A.cpp", "C++", -17, 0, 0, 0, -7, -24
"d:\000 Noip\000 Code\Comp\24-02-15 ZOI-Round-1\B.cpp", "C++", -30, 0, 0, -1, -16, -47
"d:\000 Noip\000 Code\Comp\24-02-15 ZOI-Round-1\C.cpp", "C++", -73, 0, 0, 0, -25, -98
"d:\000 Noip\000 Code\Comp\24-02-15 ZOI-Round-1\D.cpp", "C++", -5, 0, 0, -1, -4, -10
"d:\000 Noip\000 Code\Comp\24-02-17 ABC341\A.cpp", "C++", -7, 0, 0, 0, -5, -12
"d:\000 Noip\000 Code\Comp\24-02-17 ABC341\B.cpp", "C++", -18, 0, 0, -1, -10, -29
"d:\000 Noip\000 Code\Comp\24-02-17 ABC341\C.cpp", "C++", -39, 0, 0, 0, -17, -56
"d:\000 Noip\000 Code\Comp\24-02-17 ABC341\D.cpp", "C++", -70, 0, 0, 0, -28, -98
"d:\000 Noip\000 Code\Comp\24-02-18 CF927\A.cpp", "C++", -21, 0, 0, 0, -12, -33
"d:\000 Noip\000 Code\Comp\24-02-18 CF927\B.cpp", "C++", -19, 0, 0, 0, -10, -29
"d:\000 Noip\000 Code\Comp\24-02-18 CF927\C.cpp", "C++", -43, 0, 0, 0, -22, -65
"d:\000 Noip\000 Code\Comp\24-02-18 CF927\D.cpp", "C++", -78, 0, 0, 0, -22, -100
"d:\000 Noip\000 Code\Comp\24-02-19 LGR-174\A.cpp", "C++", -14, 0, 0, 0, -9, -23
"d:\000 Noip\000 Code\Comp\24-02-19 LGR-174\A_1.cpp", "C++", -22, 0, 0, 0, -11, -33
"d:\000 Noip\000 Code\Comp\24-02-19 LGR-174\B.cpp", "C++", -106, 0, 0, -1, -35, -142
"d:\000 Noip\000 Code\Comp\24-02-19 LGR-174\C.cpp", "C++", -42, 0, 0, 0, -21, -63
"d:\000 Noip\000 Code\Comp\24-02-19 LGR-174\D.cpp", "C++", -79, 0, 0, 0, -30, -109
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\A_1.cpp", "C++", -95, 0, 0, -5, -34, -134
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\A_2.cpp", "C++", -96, 0, 0, -5, -35, -136
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\A_checker.cpp", "C++", -25, 0, 0, -4, -13, -42
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\A_gen.cpp", "C++", -28, 0, 0, 0, -12, -40
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\C_1.cpp", "C++", -146, 0, 0, -6, -55, -207
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\C_2.cpp", "C++", -158, 0, 0, -7, -59, -224
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\C_checker.cpp", "C++", -65, 0, 0, -2, -27, -94
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\C_gen.cpp", "C++", -13, 0, 0, 0, -6, -19
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\D_1.cpp", "C++", -72, 0, 0, -1, -37, -110
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\D_2.cpp", "C++", -72, 0, 0, -1, -37, -110
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\D_3.cpp", "C++", -76, 0, 0, -1, -39, -116
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\D_checker.cpp", "C++", -27, 0, 0, -2, -13, -42
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\D_gen.cpp", "C++", -17, 0, 0, 0, -6, -23
"d:\000 Noip\000 Code\Comp\24-06-01 MXOI-pre\test.cpp", "C++", -8, 0, 0, 0, -4, -12
"d:\000 Noip\000 Code\Comp\24-06-22 PJudege-J-6\A_1.cpp", "C++", -88, 0, 0, 0, -18, -106
"d:\000 Noip\000 Code\Comp\24-06-22 PJudege-J-6\A_gen.cpp", "C++", -4, 0, 0, 0, -2, -6
"d:\000 Noip\000 Code\Comp\24-06-22 PJudege-J-6\B.cpp", "C++", -39, 0, 0, -2, -15, -56
"d:\000 Noip\000 Code\Comp\24-06-22 PJudege-J-6\C.cpp", "C++", -20, 0, 0, -2, -11, -33
"d:\000 Noip\000 Code\Comp\24-06-29 MX-Weekly-S\A.cpp", "C++", -51, 0, 0, -2, -25, -78
"d:\000 Noip\000 Code\Comp\24-06-29 MX-Weekly-S\A_2.cpp", "C++", -39, 0, 0, -1, -18, -58
"d:\000 Noip\000 Code\Comp\24-06-29 MX-Weekly-S\A_3.cpp", "C++", -36, 0, 0, 0, -16, -52
"d:\000 Noip\000 Code\Comp\24-06-29 MX-Weekly-S\A_checker.cpp", "C++", -18, 0, 0, 0, -13, -31
"d:\000 Noip\000 Code\Comp\24-06-29 MX-Weekly-S\A_gen.cpp", "C++", -13, 0, 0, 0, -7, -20
"d:\000 Noip\000 Code\Comp\24-06-29 MX-Weekly-S\A_pai.cpp", "C++", -13, 0, 0, 0, -7, -20
"d:\000 Noip\000 Code\Comp\24-06-29 MX-Weekly-S\B.cpp", "C++", -68, 0, 0, -21, -27, -116
"d:\000 Noip\000 Code\Comp\24-06-29 MX-Weekly-S\B_1.cpp", "C++", -54, 0, 0, 0, -19, -73
"d:\000 Noip\000 Code\Comp\24-06-29 MX-Weekly-S\B_2.cpp", "C++", -30, 0, 0, 0, -11, -41
"d:\000 Noip\000 Code\Comp\24-06-29 MX-Weekly-S\B_gen.cpp", "C++", -45, 0, 0, 0, -15, -60
"d:\000 Noip\000 Code\Comp\24-06-29 MX-Weekly-S\B_pai.cpp", "C++", -13, 0, 0, 0, -5, -18
"d:\000 Noip\000 Code\Luogu\AT_abc308_g.cpp", "C++", 110, 0, 0, 2, 32, 144
"d:\000 Noip\000 Code\Luogu\AT_dp_a.cpp", "C++", 31, 0, 0, 0, 12, 43
"d:\000 Noip\000 Code\Luogu\AT_dp_b.cpp", "C++", 32, 0, 0, 0, 13, 45
"d:\000 Noip\000 Code\Luogu\AT_dp_c.cpp", "C++", 34, 0, 0, 0, 13, 47
"d:\000 Noip\000 Code\Luogu\AT_dp_d.cpp", "C++", 32, 0, 0, 0, 12, 44
"d:\000 Noip\000 Code\Luogu\AT_dp_e.cpp", "C++", 36, 0, 0, 0, 13, 49
"d:\000 Noip\000 Code\Luogu\AT_dp_f.cpp", "C++", 47, 0, 0, 0, 16, 63
"d:\000 Noip\000 Code\Luogu\AT_dp_z.cpp", "C++", 72, 0, 0, 0, 26, 98
"d:\000 Noip\000 Code\Luogu\B3606.cpp", "C++", 100, 0, 0, 0, 23, 123
"d:\000 Noip\000 Code\Luogu\B3607.cpp", "C++", 100, 0, 0, 0, 23, 123
"d:\000 Noip\000 Code\Luogu\B3611.cpp", "C++", 41, 0, 0, 0, 10, 51
"d:\000 Noip\000 Code\Luogu\B3647.cpp", "C++", 55, 0, 0, 0, 14, 69
"d:\000 Noip\000 Code\Luogu\CF1033C.cpp", "C++", 66, 0, 0, 0, 16, 82
"d:\000 Noip\000 Code\Luogu\CF1109B.cpp", "C++", 35, 0, 0, 0, 11, 46
"d:\000 Noip\000 Code\Luogu\CF1178E.cpp", "C++", 42, 0, 0, 0, 12, 54
"d:\000 Noip\000 Code\Luogu\CF1178F1.cpp", "C++", 54, 0, 0, 0, 18, 72
"d:\000 Noip\000 Code\Luogu\CF117C.cpp", "C++", 45, 0, 0, 0, 14, 59
"d:\000 Noip\000 Code\Luogu\CF1198D.cpp", "C++", 56, 0, 0, 0, 14, 70
"d:\000 Noip\000 Code\Luogu\CF1221F.cpp", "C++", 95, 0, 0, 0, 36, 131
"d:\000 Noip\000 Code\Luogu\CF1238E.cpp", "C++", 52, 0, 0, 0, 16, 68
"d:\000 Noip\000 Code\Luogu\CF1264E_SimulateAnneal.cpp", "C++", 115, 0, 0, 0, 29, 144
"d:\000 Noip\000 Code\Luogu\CF1352B.cpp", "C++", 42, 0, 0, 0, 13, 55
"d:\000 Noip\000 Code\Luogu\CF1353A.cpp", "C++", 28, 0, 0, 0, 11, 39
"d:\000 Noip\000 Code\Luogu\CF1364D.cpp", "C++", 116, 0, 0, 0, 29, 145
"d:\000 Noip\000 Code\Luogu\CF1389A.cpp", "C++", 30, 0, 0, 0, 8, 38
"d:\000 Noip\000 Code\Luogu\CF1806E.cpp", "C++", 53, 0, 0, 0, 14, 67
"d:\000 Noip\000 Code\Luogu\CF235B.cpp", "C++", 32, 0, 0, 0, 12, 44
"d:\000 Noip\000 Code\Luogu\CF280C.cpp", "C++", 51, 0, 0, 0, 15, 66
"d:\000 Noip\000 Code\Luogu\CF438D.cpp", "C++", 88, 0, 0, 0, 31, 119
"d:\000 Noip\000 Code\Luogu\CF446C.cpp", "C++", 129, 0, 0, 15, 48, 192
"d:\000 Noip\000 Code\Luogu\CF452F.cpp", "C++", 70, 0, 0, 0, 28, 98
"d:\000 Noip\000 Code\Luogu\CF542F.cpp", "C++", 44, 0, 0, 0, 18, 62
"d:\000 Noip\000 Code\Luogu\CF547D.cpp", "C++", 52, 0, 0, 0, 15, 67
"d:\000 Noip\000 Code\Luogu\CF570D.cpp", "C++", 110, 0, 0, 0, 39, 149
"d:\000 Noip\000 Code\Luogu\CF600E.cpp", "C++", 82, 0, 0, 0, 28, 110
"d:\000 Noip\000 Code\Luogu\CF607B.cpp", "C++", 41, 0, 0, 0, 16, 57
"d:\000 Noip\000 Code\Luogu\CF748C.cpp", "C++", 44, 0, 0, 0, 14, 58
"d:\000 Noip\000 Code\Luogu\CF797F.cpp", "C++", 53, 0, 0, 0, 20, 73
"d:\000 Noip\000 Code\Luogu\CF833B.cpp", "C++", 70, 0, 0, 1, 28, 99
"d:\000 Noip\000 Code\Luogu\CF891C.cpp", "C++", 115, 0, 0, 1, 36, 152
"d:\000 Noip\000 Code\Luogu\CF896C.cpp", "C++", 114, 0, 0, 0, 33, 147
"d:\000 Noip\000 Code\Luogu\CF898C.cpp", "C++", 79, 0, 0, 0, 24, 103
"d:\000 Noip\000 Code\Luogu\CF915E.cpp", "C++", 58, 0, 0, 0, 22, 80
"d:\000 Noip\000 Code\Luogu\P1070.cpp", "C++", 55, 0, 0, 0, 13, 68
"d:\000 Noip\000 Code\Luogu\P1087.cpp", "C++", 74, 0, 0, 0, 15, 89
